question_ref,prep_test,section_number,section_label,question_number,question_label,module_id,section_id,source_item_id
PT 64 · S4 (RC) · Q12,PT 64,4,S4,12,Q12,LSAC064,RC:92,17728-09
PT 64 · S4 (RC) · Q13,PT 64,4,S4,13,Q13,LSAC064,RC:92,RN013-01
PT 64 · S4 (RC) · Q14,PT 64,4,S4,14,Q14,LSAC064,RC:92,RN013-10
PT 64 · S4 (RC) · Q15,PT 64,4,S4,15,Q15,LSAC064,RC:92,RN013-03
PT 64 · S4 (RC) · Q16,PT 64,4,S4,16,Q16,LSAC064,RC:92,RN013-04
PT 64 · S4 (RC) · Q17,PT 64,4,S4,17,Q17,LSAC064,RC:92,RN013-14
PT 64 · S4 (RC) · Q18,PT 64,4,S4,18,Q18,LSAC064,RC:92,RN013-05
PT 64 · S4 (RC) · Q19,PT 64,4,S4,19,Q19,LSAC064,RC:92,RN013-09
PT 64 · S4 (RC) · Q20,PT 64,4,S4,20,Q20,LSAC064,RC:92,08390-01
PT 64 · S4 (RC) · Q21,PT 64,4,S4,21,Q21,LSAC064,RC:92,08390-10
PT 64 · S4 (RC) · Q22,PT 64,4,S4,22,Q22,LSAC064,RC:92,08390-03
PT 64 · S4 (RC) · Q23,PT 64,4,S4,23,Q23,LSAC064,RC:92,08390-04
PT 64 · S4 (RC) · Q24,PT 64,4,S4,24,Q24,LSAC064,RC:92,08390-06
PT 64 · S4 (RC) · Q25,PT 64,4,S4,25,Q25,LSAC064,RC:92,08390-07
PT 64 · S4 (RC) · Q26,PT 64,4,S4,26,Q26,LSAC064,RC:92,08390-08
PT 64 · S4 (RC) · Q27,PT 64,4,S4,27,Q27,LSAC064,RC:92,08390-09
PT 65 · S1 · Q1,PT 65,1,S1,1,Q1,LSAC065,AR:91,22524-01
PT 65 · S1 · Q2,PT 65,1,S1,2,Q2,LSAC065,AR:91,22524-06
PT 65 · S1 · Q3,PT 65,1,S1,3,Q3,LSAC065,AR:91,22524-03
PT 65 · S1 · Q4,PT 65,1,S1,4,Q4,LSAC065,AR:91,22524-10
PT 65 · S1 · Q5,PT 65,1,S1,5,Q5,LSAC065,AR:91,22524-02
PT 65 · S1 · Q6,PT 65,1,S1,6,Q6,LSAC065,AR:91,AM024-01
PT 65 · S1 · Q7,PT 65,1,S1,7,Q7,LSAC065,AR:91,AM024-08
PT 65 · S1 · Q8,PT 65,1,S1,8,Q8,LSAC065,AR:91,AM024-06
PT 65 · S1 · Q9,PT 65,1,S1,9,Q9,LSAC065,AR:91,AM024-03
PT 65 · S1 · Q10,PT 65,1,S1,10,Q10,LSAC065,AR:91,AM024-05
PT 65 · S1 · Q11,PT 65,1,S1,11,Q11,LSAC065,AR:91,AM024-02
PT 65 · S1 · Q12,PT 65,1,S1,12,Q12,LSAC065,AR:91,JC001822
PT 65 · S1 · Q13,PT 65,1,S1,13,Q13,LSAC065,AR:91,JC001828
PT 65 · S1 · Q14,PT 65,1,S1,14,Q14,LSAC065,AR:91,JC001823
PT 65 · S1 · Q15,PT 65,1,S1,15,Q15,LSAC065,AR:91,JC001830
PT 65 · S1 · Q16,PT 65,1,S1,16,Q16,LSAC065,AR:91,JC001825
PT 65 · S1 · Q17,PT 65,1,S1,17,Q17,LSAC065,AR:91,AO011-01
PT 65 · S1 · Q18,PT 65,1,S1,18,Q18,LSAC065,AR:91,AO011-05
PT 65 · S1 · Q19,PT 65,1,S1,19,Q19,LSAC065,AR:91,AO011-03
PT 65 · S1 · Q20,PT 65,1,S1,20,Q20,LSAC065,AR:91,AO011-07
PT 65 · S1 · Q21,PT 65,1,S1,21,Q21,LSAC065,AR:91,AO011-06
PT 65 · S1 · Q22,PT 65,1,S1,22,Q22,LSAC065,AR:91,AO011-04
PT 65 · S1 · Q23,PT 65,1,S1,23,Q23,LSAC065,AR:91,AO011-09
PT 65 · S2 · Q1,PT 65,2,S2,1,Q1,LSAC065,LA:91,I00-225A
PT 65 · S2 · Q2,PT 65,2,S2,2,Q2,LSAC065,LA:91,B2933-01
PT 65 · S2 · Q3,PT 65,2,S2,3,Q3,LSAC065,LA:91,WA000878
PT 65 · S2 · Q4,PT 65,2,S2,4,Q4,LSAC065,LA:91,E7735-01
PT 65 · S2 · Q5,PT 65,2,S2,5,Q5,LSAC065,LA:91,LL191-01
PT 65 · S2 · Q6,PT 65,2,S2,6,Q6,LSAC065,LA:91,10841-05
PT 65 · S2 · Q7,PT 65,2,S2,7,Q7,LSAC065,LA:91,E7736-01
PT 65 · S2 · Q8,PT 65,2,S2,8,Q8,LSAC065,LA:91,18970-10
PT 65 · S2 · Q9,PT 65,2,S2,9,Q9,LSAC065,LA:91,18553-03
PT 65 · S2 · Q10,PT 65,2,S2,10,Q10,LSAC065,LA:91,19915-03
PT 65 · S2 · Q11,PT 65,2,S2,11,Q11,LSAC065,LA:91,11335-05
PT 65 · S2 · Q12,PT 65,2,S2,12,Q12,LSAC065,LA:91,A6641-01
PT 65 · S2 · Q13,PT 65,2,S2,13,Q13,LSAC065,LA:91,18622-07
PT 65 · S2 · Q14,PT 65,2,S2,14,Q14,LSAC065,LA:91,20294-02
PT 65 · S2 · Q15,PT 65,2,S2,15,Q15,LSAC065,LA:91,10730-03
PT 65 · S2 · Q16,PT 65,2,S2,16,Q16,LSAC065,LA:91,D7737-01
PT 65 · S2 · Q17,PT 65,2,S2,17,Q17,LSAC065,LA:91,15274-02
PT 65 · S2 · Q18,PT 65,2,S2,18,Q18,LSAC065,LA:91,20283-02
PT 65 · S2 · Q19,PT 65,2,S2,19,Q19,LSAC065,LA:91,B5059-01
PT 65 · S2 · Q20,PT 65,2,S2,20,Q20,LSAC065,LA:91,E7755-01
PT 65 · S2 · Q21,PT 65,2,S2,21,Q21,LSAC065,LA:91,H4446-01
PT 65 · S2 · Q22,PT 65,2,S2,22,Q22,LSAC065,LA:91,G1037-01
PT 65 · S2 · Q23,PT 65,2,S2,23,Q23,LSAC065,LA:91,19363-03
PT 65 · S2 · Q24,PT 65,2,S2,24,Q24,LSAC065,LA:91,B4977-01
PT 65 · S2 · Q25,PT 65,2,S2,25,Q25,LSAC065,LA:91,16916-01
PT 65 · S3 · Q1,PT 65,3,S3,1,Q1,LSAC065,LB:91,LL196-01
PT 65 · S3 · Q2,PT 65,3,S3,2,Q2,LSAC065,LB:91,20293-08
PT 65 · S3 · Q3,PT 65,3,S3,3,Q3,LSAC065,LB:91,19627-09
PT 65 · S3 · Q4,PT 65,3,S3,4,Q4,LSAC065,LB:91,15994-05
PT 65 · S3 · Q5,PT 65,3,S3,5,Q5,LSAC065,LB:91,LM052-01
PT 65 · S3 · Q6,PT 65,3,S3,6,Q6,LSAC065,LB:91,19339-10
PT 65 · S3 · Q7,PT 65,3,S3,7,Q7,LSAC065,LB:91,LM047-01
PT 65 · S3 · Q8,PT 65,3,S3,8,Q8,LSAC065,LB:91,15975-05
PT 65 · S3 · Q9,PT 65,3,S3,9,Q9,LSAC065,LB:91,LL096-01
PT 65 · S3 · Q10,PT 65,3,S3,10,Q10,LSAC065,LB:91,09658-07
PT 65 · S3 · Q11,PT 65,3,S3,11,Q11,LSAC065,LB:91,17688-04
PT 65 · S3 · Q12,PT 65,3,S3,12,Q12,LSAC065,LB:91,17705-03
PT 65 · S3 · Q13,PT 65,3,S3,13,Q13,LSAC065,LB:91,C2729-01
PT 65 · S3 · Q14,PT 65,3,S3,14,Q14,LSAC065,LB:91,18036-03
PT 65 · S3 · Q15,PT 65,3,S3,15,Q15,LSAC065,LB:91,LM061-01
PT 65 · S3 · Q16,PT 65,3,S3,16,Q16,LSAC065,LB:91,J00A-128
PT 65 · S3 · Q17,PT 65,3,S3,17,Q17,LSAC065,LB:91,15135-05
PT 65 · S3 · Q18,PT 65,3,S3,18,Q18,LSAC065,LB:91,19428-03
PT 65 · S3 · Q19,PT 65,3,S3,19,Q19,LSAC065,LB:91,08900-07
PT 65 · S3 · Q20,PT 65,3,S3,20,Q20,LSAC065,LB:91,A521A-01
PT 65 · S3 · Q21,PT 65,3,S3,21,Q21,LSAC065,LB:91,14164-07
PT 65 · S3 · Q22,PT 65,3,S3,22,Q22,LSAC065,LB:91,D7744-01
PT 65 · S3 · Q23,PT 65,3,S3,23,Q23,LSAC065,LB:91,16033-04
PT 65 · S3 · Q24,PT 65,3,S3,24,Q24,LSAC065,LB:91,A5213-01
PT 65 · S3 · Q25,PT 65,3,S3,25,Q25,LSAC065,LB:91,12928-03
PT 65 · S3 · Q26,PT 65,3,S3,26,Q26,LSAC065,LB:91,12538-06
PT 65 · S4 (RC) · Q1,PT 65,4,S4,1,Q1,LSAC065,RC:91,18445-01
PT 65 · S4 (RC) · Q2,PT 65,4,S4,2,Q2,LSAC065,RC:91,18445-02
PT 65 · S4 (RC) · Q3,PT 65,4,S4,3,Q3,LSAC065,RC:91,18445-05
PT 65 · S4 (RC) · Q4,PT 65,4,S4,4,Q4,LSAC065,RC:91,18445-03
PT 65 · S4 (RC) · Q5,PT 65,4,S4,5,Q5,LSAC065,RC:91,18445-10
PT 65 · S4 (RC) · Q6,PT 65,4,S4,6,Q6,LSAC065,RC:91,18445-04
PT 65 · S4 (RC) · Q7,PT 65,4,S4,7,Q7,LSAC065,RC:91,18445-12
PT 65 · S4 (RC) · Q8,PT 65,4,S4,8,Q8,LSAC065,RC:91,18965-01
PT 65 · S4 (RC) · Q9,PT 65,4,S4,9,Q9,LSAC065,RC:91,18965-02
PT 65 · S4 (RC) · Q10,PT 65,4,S4,10,Q10,LSAC065,RC:91,18965-06
PT 65 · S4 (RC) · Q11,PT 65,4,S4,11,Q11,LSAC065,RC:91,18965-04
PT 65 · S4 (RC) · Q12,PT 65,4,S4,12,Q12,LSAC065,RC:91,18965-09
PT 65 · S4 (RC) · Q13,PT 65,4,S4,13,Q13,LSAC065,RC:91,18965-07
PT 65 · S4 (RC) · Q14,PT 65,4,S4,14,Q14,LSAC065,RC:91,RP010-01
PT 65 · S4 (RC) · Q15,PT 65,4,S4,15,Q15,LSAC065,RC:91,RP010-08
PT 65 · S4 (RC) · Q16,PT 65,4,S4,16,Q16,LSAC065,RC:91,RP010-03
PT 65 · S4 (RC) · Q17,PT 65,4,S4,17,Q17,LSAC065,RC:91,RP010-07
PT 65 · S4 (RC) · Q18,PT 65,4,S4,18,Q18,LSAC065,RC:91,RP010-02
PT 65 · S4 (RC) · Q19,PT 65,4,S4,19,Q19,LSAC065,RC:91,RP010-04
PT 65 · S4 (RC) · Q20,PT 65,4,S4,20,Q20,LSAC065,RC:91,19536-01
PT 65 · S4 (RC) · Q21,PT 65,4,S4,21,Q21,LSAC065,RC:91,19536-05
PT 65 · S4 (RC) · Q22,PT 65,4,S4,22,Q22,LSAC065,RC:91,19536-03
PT 65 · S4 (RC) · Q23,PT 65,4,S4,23,Q23,LSAC065,RC:91,19536-07
PT 65 · S4 (RC) · Q24,PT 65,4,S4,24,Q24,LSAC065,RC:91,19536-04
PT 65 · S4 (RC) · Q25,PT 65,4,S4,25,Q25,LSAC065,RC:91,19536-10
PT 65 · S4 (RC) · Q26,PT 65,4,S4,26,Q26,LSAC065,RC:91,19536-08
PT 65 · S4 (RC) · Q27,PT 65,4,S4,27,Q27,LSAC065,RC:91,19536-11
PT 66 · S1 · Q1,PT 66,1,S1,1,Q1,LSAC066,AR:100,22522-01
PT 66 · S1 · Q2,PT 66,1,S1,2,Q2,LSAC066,AR:100,22522-09
PT 66 · S1 · Q3,PT 66,1,S1,3,Q3,LSAC066,AR:100,22522-08
PT 66 · S1 · Q4,PT 66,1,S1,4,Q4,LSAC066,AR:100,22522-07
PT 66 · S1 · Q5,PT 66,1,S1,5,Q5,LSAC066,AR:100,22522-10
PT 66 · S1 · Q6,PT 66,1,S1,6,Q6,LSAC066,AR:100,AP004-01
PT 66 · S1 · Q7,PT 66,1,S1,7,Q7,LSAC066,AR:100,AP004-04
PT 66 · S1 · Q8,PT 66,1,S1,8,Q8,LSAC066,AR:100,AP004-05
PT 66 · S1 · Q9,PT 66,1,S1,9,Q9,LSAC066,AR:100,AP004-07
PT 66 · S1 · Q10,PT 66,1,S1,10,Q10,LSAC066,AR:100,AP004-06
PT 66 · S1 · Q11,PT 66,1,S1,11,Q11,LSAC066,AR:100,AP004-09
PT 66 · S1 · Q12,PT 66,1,S1,12,Q12,LSAC066,AR:100,19505-01
PT 66 · S1 · Q13,PT 66,1,S1,13,Q13,LSAC066,AR:100,19505-09
PT 66 · S1 · Q14,PT 66,1,S1,14,Q14,LSAC066,AR:100,19505-07
PT 66 · S1 · Q15,PT 66,1,S1,15,Q15,LSAC066,AR:100,19505-03
PT 66 · S1 · Q16,PT 66,1,S1,16,Q16,LSAC066,AR:100,19505-05
PT 66 · S1 · Q17,PT 66,1,S1,17,Q17,LSAC066,AR:100,19505-04
PT 66 · S1 · Q18,PT 66,1,S1,18,Q18,LSAC066,AR:100,19505-08
PT 66 · S1 · Q19,PT 66,1,S1,19,Q19,LSAC066,AR:100,AO004-02
PT 66 · S1 · Q20,PT 66,1,S1,20,Q20,LSAC066,AR:100,AO004-05
PT 66 · S1 · Q21,PT 66,1,S1,21,Q21,LSAC066,AR:100,AO004-10
PT 66 · S1 · Q22,PT 66,1,S1,22,Q22,LSAC066,AR:100,AO004-09
PT 66 · S1 · Q23,PT 66,1,S1,23,Q23,LSAC066,AR:100,AO004-07
PT 66 · S2 · Q1,PT 66,2,S2,1,Q1,LSAC066,LA:100,LK268-01
PT 66 · S2 · Q2,PT 66,2,S2,2,Q2,LSAC066,LA:100,H5746-01
PT 66 · S2 · Q3,PT 66,2,S2,3,Q3,LSAC066,LA:100,16861-08
PT 66 · S2 · Q4,PT 66,2,S2,4,Q4,LSAC066,LA:100,16241-07
PT 66 · S2 · Q5,PT 66,2,S2,5,Q5,LSAC066,LA:100,I1631-01
PT 66 · S2 · Q6,PT 66,2,S2,6,Q6,LSAC066,LA:100,D4119-01
PT 66 · S2 · Q7,PT 66,2,S2,7,Q7,LSAC066,LA:100,C7829-01
PT 66 · S2 · Q8,PT 66,2,S2,8,Q8,LSAC066,LA:100,19508-05
PT 66 · S2 · Q9,PT 66,2,S2,9,Q9,LSAC066,LA:100,11090-03
PT 66 · S2 · Q10,PT 66,2,S2,10,Q10,LSAC066,LA:100,16871-05
PT 66 · S2 · Q11,PT 66,2,S2,11,Q11,LSAC066,LA:100,H4465-01
PT 66 · S2 · Q12,PT 66,2,S2,12,Q12,LSAC066,LA:100,19299-09
PT 66 · S2 · Q13,PT 66,2,S2,13,Q13,LSAC066,LA:100,H0684-01
PT 66 · S2 · Q14,PT 66,2,S2,14,Q14,LSAC066,LA:100,G3778-01
PT 66 · S2 · Q15,PT 66,2,S2,15,Q15,LSAC066,LA:100,16243-06
PT 66 · S2 · Q16,PT 66,2,S2,16,Q16,LSAC066,LA:100,14849-09
PT 66 · S2 · Q17,PT 66,2,S2,17,Q17,LSAC066,LA:100,LM327-01
PT 66 · S2 · Q18,PT 66,2,S2,18,Q18,LSAC066,LA:100,19299-03
PT 66 · S2 · Q19,PT 66,2,S2,19,Q19,LSAC066,LA:100,14166-07
PT 66 · S2 · Q20,PT 66,2,S2,20,Q20,LSAC066,LA:100,14961-02
PT 66 · S2 · Q21,PT 66,2,S2,21,Q21,LSAC066,LA:100,19301-09
PT 66 · S2 · Q22,PT 66,2,S2,22,Q22,LSAC066,LA:100,17135-07
PT 66 · S2 · Q23,PT 66,2,S2,23,Q23,LSAC066,LA:100,10033-10
PT 66 · S2 · Q24,PT 66,2,S2,24,Q24,LSAC066,LA:100,13085-06
PT 66 · S2 · Q25,PT 66,2,S2,25,Q25,LSAC066,LA:100,14987-09
PT 66 · S3 · Q1,PT 66,3,S3,1,Q1,LSAC066,LB:100,LO011-01
PT 66 · S3 · Q2,PT 66,3,S3,2,Q2,LSAC066,LB:100,14634-02
PT 66 · S3 · Q3,PT 66,3,S3,3,Q3,LSAC066,LB:100,D686A-01
PT 66 · S3 · Q4,PT 66,3,S3,4,Q4,LSAC066,LB:100,LO006-01
PT 66 · S3 · Q5,PT 66,3,S3,5,Q5,LSAC066,LB:100,08379-01
PT 66 · S3 · Q6,PT 66,3,S3,6,Q6,LSAC066,LB:100,11274-10
PT 66 · S3 · Q7,PT 66,3,S3,7,Q7,LSAC066,LB:100,14166-10
PT 66 · S3 · Q8,PT 66,3,S3,8,Q8,LSAC066,LB:100,B527A-01
PT 66 · S3 · Q9,PT 66,3,S3,9,Q9,LSAC066,LB:100,A4321-01
PT 66 · S3 · Q10,PT 66,3,S3,10,Q10,LSAC066,LB:100,K00A-199
PT 66 · S3 · Q11,PT 66,3,S3,11,Q11,LSAC066,LB:100,LN107-01
PT 66 · S3 · Q12,PT 66,3,S3,12,Q12,LSAC066,LB:100,I1636-01
PT 66 · S3 · Q13,PT 66,3,S3,13,Q13,LSAC066,LB:100,A2934-01
PT 66 · S3 · Q14,PT 66,3,S3,14,Q14,LSAC066,LB:100,LN150-01
PT 66 · S3 · Q15,PT 66,3,S3,15,Q15,LSAC066,LB:100,17974-10
PT 66 · S3 · Q16,PT 66,3,S3,16,Q16,LSAC066,LB:100,20435-08
PT 66 · S3 · Q17,PT 66,3,S3,17,Q17,LSAC066,LB:100,17889-07
PT 66 · S3 · Q18,PT 66,3,S3,18,Q18,LSAC066,LB:100,H4457-01
PT 66 · S3 · Q19,PT 66,3,S3,19,Q19,LSAC066,LB:100,15135-03
PT 66 · S3 · Q20,PT 66,3,S3,20,Q20,LSAC066,LB:100,19112-07
PT 66 · S3 · Q21,PT 66,3,S3,21,Q21,LSAC066,LB:100,19058-06
PT 66 · S3 · Q22,PT 66,3,S3,22,Q22,LSAC066,LB:100,19306-02
PT 66 · S3 · Q23,PT 66,3,S3,23,Q23,LSAC066,LB:100,18144-06
PT 66 · S3 · Q24,PT 66,3,S3,24,Q24,LSAC066,LB:100,18986-10
PT 66 · S3 · Q25,PT 66,3,S3,25,Q25,LSAC066,LB:100,12947-10
PT 66 · S3 · Q26,PT 66,3,S3,26,Q26,LSAC066,LB:100,15357-02
PT 66 · S4 (RC) · Q1,PT 66,4,S4,1,Q1,LSAC066,RC:100,26041-01
PT 66 · S4 (RC) · Q2,PT 66,4,S4,2,Q2,LSAC066,RC:100,26041-03
PT 66 · S4 (RC) · Q3,PT 66,4,S4,3,Q3,LSAC066,RC:100,26041-06
PT 66 · S4 (RC) · Q4,PT 66,4,S4,4,Q4,LSAC066,RC:100,26041-02
PT 66 · S4 (RC) · Q5,PT 66,4,S4,5,Q5,LSAC066,RC:100,26041-10
PT 66 · S4 (RC) · Q6,PT 66,4,S4,6,Q6,LSAC066,RC:100,26041-07
PT 66 · S4 (RC) · Q7,PT 66,4,S4,7,Q7,LSAC066,RC:100,26041-04
PT 66 · S4 (RC) · Q8,PT 66,4,S4,8,Q8,LSAC066,RC:100,RP008-01
PT 66 · S4 (RC) · Q9,PT 66,4,S4,9,Q9,LSAC066,RC:100,RP008-04
PT 66 · S4 (RC) · Q10,PT 66,4,S4,10,Q10,LSAC066,RC:100,RP008-10
PT 66 · S4 (RC) · Q11,PT 66,4,S4,11,Q11,LSAC066,RC:100,RP008-07
PT 66 · S4 (RC) · Q12,PT 66,4,S4,12,Q12,LSAC066,RC:100,RP008-06
PT 66 · S4 (RC) · Q13,PT 66,4,S4,13,Q13,LSAC066,RC:100,RP008-14
PT 66 · S4 (RC) · Q14,PT 66,4,S4,14,Q14,LSAC066,RC:100,RP008-08
PT 66 · S4 (RC) · Q15,PT 66,4,S4,15,Q15,LSAC066,RC:100,16682-01
PT 66 · S4 (RC) · Q16,PT 66,4,S4,16,Q16,LSAC066,RC:100,16682-05
PT 66 · S4 (RC) · Q17,PT 66,4,S4,17,Q17,LSAC066,RC:100,16682-11
PT 66 · S4 (RC) · Q18,PT 66,4,S4,18,Q18,LSAC066,RC:100,16682-09
PT 66 · S4 (RC) · Q19,PT 66,4,S4,19,Q19,LSAC066,RC:100,16682-12
PT 66 · S4 (RC) · Q20,PT 66,4,S4,20,Q20,LSAC066,RC:100,G032B-14
PT 66 · S4 (RC) · Q21,PT 66,4,S4,21,Q21,LSAC066,RC:100,16682-06
PT 66 · S4 (RC) · Q22,PT 66,4,S4,22,Q22,LSAC066,RC:100,16682-02
PT 66 · S4 (RC) · Q23,PT 66,4,S4,23,Q23,LSAC066,RC:100,12592-12
PT 66 · S4 (RC) · Q24,PT 66,4,S4,24,Q24,LSAC066,RC:100,F001B-13
PT 66 · S4 (RC) · Q25,PT 66,4,S4,25,Q25,LSAC066,RC:100,12592-04
PT 66 · S4 (RC) · Q26,PT 66,4,S4,26,Q26,LSAC066,RC:100,12592-10
PT 66 · S4 (RC) · Q27,PT 66,4,S4,27,Q27,LSAC066,RC:100,12592-03
PT 67 · S1 · Q1,PT 67,1,S1,1,Q1,LSAC067,AR:99,00054-01
PT 67 · S1 · Q2,PT 67,1,S1,2,Q2,LSAC067,AR:99,00054-08
PT 67 · S1 · Q3,PT 67,1,S1,3,Q3,LSAC067,AR:99,00054-11
PT 67 · S1 · Q4,PT 67,1,S1,4,Q4,LSAC067,AR:99,00054-06
PT 67 · S1 · Q5,PT 67,1,S1,5,Q5,LSAC067,AR:99,00054-10
PT 67 · S1 · Q6,PT 67,1,S1,6,Q6,LSAC067,AR:99,10698-01
PT 67 · S1 · Q7,PT 67,1,S1,7,Q7,LSAC067,AR:99,10698-03
PT 67 · S1 · Q8,PT 67,1,S1,8,Q8,LSAC067,AR:99,10698-02
PT 67 · S1 · Q9,PT 67,1,S1,9,Q9,LSAC067,AR:99,10698-07
PT 67 · S1 · Q10,PT 67,1,S1,10,Q10,LSAC067,AR:99,10698-05
PT 67 · S1 · Q11,PT 67,1,S1,11,Q11,LSAC067,AR:99,10698-08
PT 67 · S1 · Q12,PT 67,1,S1,12,Q12,LSAC067,AR:99,10698-10
PT 67 · S1 · Q13,PT 67,1,S1,13,Q13,LSAC067,AR:99,21509-07
PT 67 · S1 · Q14,PT 67,1,S1,14,Q14,LSAC067,AR:99,21509-10
PT 67 · S1 · Q15,PT 67,1,S1,15,Q15,LSAC067,AR:99,21509-09
PT 67 · S1 · Q16,PT 67,1,S1,16,Q16,LSAC067,AR:99,21509-05
PT 67 · S1 · Q17,PT 67,1,S1,17,Q17,LSAC067,AR:99,21509-08
PT 67 · S1 · Q18,PT 67,1,S1,18,Q18,LSAC067,AR:99,24290-01
PT 67 · S1 · Q19,PT 67,1,S1,19,Q19,LSAC067,AR:99,24290-03
PT 67 · S1 · Q20,PT 67,1,S1,20,Q20,LSAC067,AR:99,24290-02
PT 67 · S1 · Q21,PT 67,1,S1,21,Q21,LSAC067,AR:99,24290-07
PT 67 · S1 · Q22,PT 67,1,S1,22,Q22,LSAC067,AR:99,24290-05
PT 67 · S1 · Q23,PT 67,1,S1,23,Q23,LSAC067,AR:99,24290-06
PT 67 · S2 · Q1,PT 67,2,S2,1,Q1,LSAC067,LB:98,B2929-01
PT 67 · S2 · Q2,PT 67,2,S2,2,Q2,LSAC067,LB:98,LL190-01
PT 67 · S2 · Q3,PT 67,2,S2,3,Q3,LSAC067,LB:98,H4461-01
PT 67 · S2 · Q4,PT 67,2,S2,4,Q4,LSAC067,LB:98,12652-10
PT 67 · S2 · Q5,PT 67,2,S2,5,Q5,LSAC067,LB:98,LN181-01
PT 67 · S2 · Q6,PT 67,2,S2,6,Q6,LSAC067,LB:98,19306-08
PT 67 · S2 · Q7,PT 67,2,S2,7,Q7,LSAC067,LB:98,19111-02
PT 67 · S2 · Q8,PT 67,2,S2,8,Q8,LSAC067,LB:98,LM334-01
PT 67 · S2 · Q9,PT 67,2,S2,9,Q9,LSAC067,LB:98,20283-06
PT 67 · S2 · Q10,PT 67,2,S2,10,Q10,LSAC067,LB:98,16339-10
PT 67 · S2 · Q11,PT 67,2,S2,11,Q11,LSAC067,LB:98,LN005-01
PT 67 · S2 · Q12,PT 67,2,S2,12,Q12,LSAC067,LB:98,11628-07
PT 67 · S2 · Q13,PT 67,2,S2,13,Q13,LSAC067,LB:98,19645-09
PT 67 · S2 · Q14,PT 67,2,S2,14,Q14,LSAC067,LB:98,19647-02
PT 67 · S2 · Q15,PT 67,2,S2,15,Q15,LSAC067,LB:98,13910-05
PT 67 · S2 · Q16,PT 67,2,S2,16,Q16,LSAC067,LB:98,15085-03
PT 67 · S2 · Q17,PT 67,2,S2,17,Q17,LSAC067,LB:98,11485-05
PT 67 · S2 · Q18,PT 67,2,S2,18,Q18,LSAC067,LB:98,12754-03
PT 67 · S2 · Q19,PT 67,2,S2,19,Q19,LSAC067,LB:98,15972-04
PT 67 · S2 · Q20,PT 67,2,S2,20,Q20,LSAC067,LB:98,16031-05
PT 67 · S2 · Q21,PT 67,2,S2,21,Q21,LSAC067,LB:98,15241-06
PT 67 · S2 · Q22,PT 67,2,S2,22,Q22,LSAC067,LB:98,19913-09
PT 67 · S2 · Q23,PT 67,2,S2,23,Q23,LSAC067,LB:98,LQ013-01
PT 67 · S2 · Q24,PT 67,2,S2,24,Q24,LSAC067,LB:98,LM247-01
PT 67 · S2 · Q25,PT 67,2,S2,25,Q25,LSAC067,LB:98,B5274-01
PT 67 · S3 · Q1,PT 67,3,S3,1,Q1,LSAC067,LB:99,C9592-01
PT 67 · S3 · Q2,PT 67,3,S3,2,Q2,LSAC067,LB:99,LM330-01
PT 67 · S3 · Q3,PT 67,3,S3,3,Q3,LSAC067,LB:99,09105-10
PT 67 · S3 · Q4,PT 67,3,S3,4,Q4,LSAC067,LB:99,16862-08
PT 67 · S3 · Q5,PT 67,3,S3,5,Q5,LSAC067,LB:99,LN138-01
PT 67 · S3 · Q6,PT 67,3,S3,6,Q6,LSAC067,LB:99,20294-09
PT 67 · S3 · Q7,PT 67,3,S3,7,Q7,LSAC067,LB:99,19647-04
PT 67 · S3 · Q8,PT 67,3,S3,8,Q8,LSAC067,LB:99,E2838-01
PT 67 · S3 · Q9,PT 67,3,S3,9,Q9,LSAC067,LB:99,LM147-01
PT 67 · S3 · Q10,PT 67,3,S3,10,Q10,LSAC067,LB:99,09274-03
PT 67 · S3 · Q11,PT 67,3,S3,11,Q11,LSAC067,LB:99,18548-03
PT 67 · S3 · Q12,PT 67,3,S3,12,Q12,LSAC067,LB:99,15970-02
PT 67 · S3 · Q13,PT 67,3,S3,13,Q13,LSAC067,LB:99,17051-03
PT 67 · S3 · Q14,PT 67,3,S3,14,Q14,LSAC067,LB:99,14839-07
PT 67 · S3 · Q15,PT 67,3,S3,15,Q15,LSAC067,LB:99,19438-02
PT 67 · S3 · Q16,PT 67,3,S3,16,Q16,LSAC067,LB:99,B956A-01
PT 67 · S3 · Q17,PT 67,3,S3,17,Q17,LSAC067,LB:99,16031-09
PT 67 · S3 · Q18,PT 67,3,S3,18,Q18,LSAC067,LB:99,19105-02
PT 67 · S3 · Q19,PT 67,3,S3,19,Q19,LSAC067,LB:99,LN090-01
PT 67 · S3 · Q20,PT 67,3,S3,20,Q20,LSAC067,LB:99,E7746-01
PT 67 · S3 · Q21,PT 67,3,S3,21,Q21,LSAC067,LB:99,15974-06
PT 67 · S3 · Q22,PT 67,3,S3,22,Q22,LSAC067,LB:99,17304-06
PT 67 · S3 · Q23,PT 67,3,S3,23,Q23,LSAC067,LB:99,15752-10
PT 67 · S3 · Q24,PT 67,3,S3,24,Q24,LSAC067,LB:99,LM337-01
PT 67 · S3 · Q25,PT 67,3,S3,25,Q25,LSAC067,LB:99,15176-08
PT 67 · S4 (RC) · Q1,PT 67,4,S4,1,Q1,LSAC067,RC:102,16839-01
PT 67 · S4 (RC) · Q2,PT 67,4,S4,2,Q2,LSAC067,RC:102,16839-04
PT 67 · S4 (RC) · Q3,PT 67,4,S4,3,Q3,LSAC067,RC:102,16839-10
